--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,99	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,99	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,99	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,99	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,99	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|0.5404	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,99	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|0.4810	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,99	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|0.2749	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,99	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|0.1836	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,99	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|0.1111	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,99	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|0.0808	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|

DIFFERENZA TRA IL RATE DI CODIFICA E L'ENTROPIA TEORICA
	 8	 16	 32	 64	 128	 256	 512	 1024	 2048	 4096	 8192	 16384	 32768	 65536
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,1	|0.6692	|0.4192	|0.2317	|0.1848	|0.1614	|0.0794	|0.0364	|0.0120	|0.0091	|0.0008	|-0.004	|0.0015	|0.0034	|0.0020	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,1	|0.6389	|0.3889	|0.2014	|0.2170	|0.1623	|0.1076	|0.0705	|0.0188	|0.0114	|0.0036	|-0.002	|0.0001	|0.0017	|0.0021	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,1	|0.5664	|0.3164	|0.1289	|0.1445	|0.1289	|0.0703	|0.0352	|-0.004	|0.0078	|0.0005	|-0.005	|0.0041	|0.0023	|0.0014	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,1	|0.4751	|0.2251	|0.1626	|0.1001	|0.1704	|0.1079	|0.0767	|0.0239	|0.0210	|0.0086	|0.0042	|0.0087	|0.0041	|0.0031	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,1	|0.2690	|0.2065	|0.1752	|0.1283	|0.1518	|0.0619	|0.0697	|0.0365	|0.0258	|0.0199	|0.0071	|0.0066	|0.0068	|0.0043	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,1	|0.4596	|0.3346	|0.1784	|0.0846	|0.1159	|0.0573	|0.0358	|0.0221	|0.0118	|0.0053	|0.0043	|0.0058	|0.0043	|0.0018	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,1	|0.5190	|0.3940	|0.2377	|0.1127	|0.1361	|0.0776	|0.0287	|0.0180	|0.0102	|-0.005	|0.0006	|0.0065	|0.0045	|0.0018	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,1	|0.4751	|0.5376	|0.3814	|0.2095	|0.1704	|0.0845	|0.0493	|0.0073	|0.0181	|0.0000	|-0.001	|0.0015	|0.0047	|0.0017	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,1	|0.5664	|0.5039	|0.3477	|0.1914	|0.1289	|0.0703	|0.0430	|0.0098	|-0.000	|-0.006	|-0.001	|0.0034	|0.0028	|0.0005	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,1	|0.6389	|0.5764	|0.4201	|0.2639	|0.2014	|0.1272	|0.0803	|0.0344	|0.0061	|0.0022	|0.0039	|0.0094	|0.0031	|0.0024	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,1	|0.6692	|0.4192	|0.2317	|0.1067	|0.0755	|0.0325	|-0.005	|0.0051	|-0.011	|-0.006	|0.0029	|0.0003	|-0.001	|0.0013	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,10	|0.4751	|0.2251	|0.1626	|0.1001	|0.0376	|-0.029	|0.0064	|-0.045	|-0.029	|-0.006	|-0.005	|0.0010	|-0.001	|-0.003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,10	|0.4448	|0.1948	|0.1323	|0.1479	|0.0542	|0.0151	|0.0210	|-0.033	|-0.028	|-0.001	|-0.000	|0.0022	|-0.002	|-0.004	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,10	|0.3723	|0.1223	|0.1848	|0.1379	|0.0207	|-0.022	|0.0129	|-0.039	|-0.034	|-0.008	|-0.004	|-0.000	|-0.002	|0.0003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,10	|0.2810	|0.0310	|0.2498	|0.1716	|0.0701	|0.0271	|0.0193	|-0.009	|-0.015	|0.0044	|-0.002	|-0.002	|-0.001	|-0.001	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,10	|0.3249	|0.1374	|0.1686	|0.1217	|0.0670	|0.0124	|0.0045	|-0.042	|-0.032	|-0.014	|-0.006	|0.0023	|-0.001	|-0.001	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,10	|0.2655	|0.1405	|0.1093	|0.0936	|0.0468	|-0.004	|0.0077	|-0.034	|-0.021	|-0.012	|-0.002	|0.0016	|-0.001	|-0.001	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,10	|0.3249	|0.1374	|0.1061	|0.0592	|0.0514	|0.0163	|0.0124	|-0.017	|-0.006	|-0.000	|0.0064	|0.0069	|0.0022	|0.0019	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,10	|0.2810	|0.2185	|0.1873	|0.0935	|-0.008	|-0.024	|-0.000	|-0.001	|0.0100	|0.0137	|0.0209	|0.0182	|0.0040	|0.0034	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,10	|0.3723	|0.3098	|0.1848	|0.1379	|0.0207	|-0.038	|-0.005	|-0.003	|0.0085	|0.0129	|0.0220	|0.0196	|0.0031	|0.0027	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,10	|0.4448	|0.1948	|0.1323	|0.0698	|0.0073	|-0.008	|0.0112	|-0.007	|-0.006	|0.0058	|0.0106	|0.0119	|0.0055	|0.0036	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,10	|0.4751	|0.2251	|0.1626	|0.1001	|0.0376	|-0.029	|-0.023	|-0.026	|-0.022	|-0.010	|0.0026	|0.0050	|-0.001	|0.0005	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,50	|0.4596	|0.3346	|0.1784	|0.1002	|0.0377	|0.0026	|0.0143	|-0.002	|-0.004	|0.0089	|-0.002	|0.0002	|0.0006	|-0.002	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,50	|0.4293	|0.3043	|0.1480	|0.1480	|0.0543	|0.0426	|0.0289	|0.0094	|-0.003	|0.0140	|0.0031	|0.0014	|-0.001	|-0.003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,50	|0.3568	|0.2318	|0.2006	|0.1381	|0.0209	|0.0091	|0.0209	|0.0043	|-0.009	|0.0067	|-0.000	|-0.001	|-0.001	|0.0011	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,50	|0.2655	|0.1405	|0.2655	|0.1718	|0.0702	|0.0546	|0.0272	|0.0331	|0.0096	|0.0189	|0.0013	|-0.002	|0.0002	|-0.000	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,50	|0.3094	|0.2469	|0.2156	|0.1219	|0.0672	|0.0437	|0.0125	|-0.000	|-0.008	|0.0008	|-0.003	|0.0016	|0.0007	|-0.000	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,50	|0.2500	|0.2500	|0.1562	|0.0781	|0.0469	|0.0273	|0.0156	|0.0088	|0.0039	|0.0022	|0.0012	|0.0008	|0.0005	|0.0002	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,50	|0.3094	|0.2469	|0.1219	|0.0594	|0.0515	|0.0476	|0.0203	|0.0252	|0.0183	|0.0142	|0.0096	|0.0061	|0.0036	|-0.000	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,50	|0.3905	|0.1405	|0.2655	|0.1718	|0.0468	|0.0350	|-0.004	|-0.014	|0.0004	|0.0001	|-0.004	|0.0012	|0.0027	|0.0018	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,50	|0.4818	|0.2318	|0.2943	|0.1849	|0.0834	|0.0443	|0.0287	|-0.002	|0.0077	|0.0018	|-0.004	|0.0019	|0.0020	|0.0027	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,50	|0.5543	|0.3043	|0.1480	|0.0699	|0.0074	|-0.000	|0.0074	|-0.008	|-0.006	|-0.002	|-0.005	|0.0020	|0.0021	|0.0026	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,50	|0.5846	|0.3346	|0.1784	|0.1002	|0.0377	|0.0299	|0.0143	|0.0035	|-0.015	|-0.001	|-0.004	|-0.003	|-0.002	|0.0003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,90	|0.4751	|0.4126	|0.1626	|-0.009	|0.0610	|0.0220	|0.0064	|0.0015	|0.0088	|0.0051	|0.0095	|0.0139	|0.0056	|0.0047	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,90	|0.4448	|0.3823	|0.1323	|0.1010	|0.1167	|0.0424	|0.0112	|-0.004	|-0.004	|-0.002	|0.0007	|0.0101	|0.0009	|0.0002	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,90	|0.3723	|0.3098	|0.1848	|0.0754	|0.1614	|0.1457	|0.0793	|0.0373	|0.0193	|0.0063	|0.0030	|0.0084	|-0.002	|0.0010	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,90	|0.2810	|0.2185	|0.0935	|0.0623	|0.1326	|0.1169	|0.0408	|0.0388	|0.0286	|0.0073	|0.0107	|0.0109	|-0.001	|0.0031	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,90	|0.0749	|0.3249	|0.1374	|0.0124	|0.0827	|0.0553	|0.0202	|0.0094	|0.0109	|0.0070	|0.0095	|0.0123	|0.0014	|0.0057	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,90	|0.2655	|0.3280	|0.1093	|-0.016	|0.0702	|0.0468	|0.0038	|0.0038	|0.0048	|0.0087	|0.0117	|0.0113	|0.0030	|0.0040	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,90	|0.3249	|0.3874	|0.1686	|0.0124	|0.0592	|0.0475	|-0.001	|-0.011	|-0.002	|0.0087	|0.0138	|0.0129	|0.0045	|0.0034	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,90	|0.2810	|0.2185	|0.2498	|0.0623	|0.0701	|0.0544	|-0.012	|-0.016	|0.0002	|0.0059	|0.0065	|0.0117	|0.0053	|0.0055	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,90	|0.3723	|0.3098	|0.2786	|0.0754	|0.1067	|0.0637	|0.0207	|-0.003	|0.0071	|0.0073	|0.0067	|0.0125	|0.0046	|0.0064	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,90	|0.4448	|0.3823	|0.1323	|-0.040	|0.0307	|0.0190	|-0.001	|-0.010	|-0.007	|0.0036	|0.0057	|0.0125	|0.0047	|0.0064	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,90	|0.4751	|0.4126	|0.1626	|-0.009	|0.0610	|0.0493	|0.0064	|0.0015	|-0.016	|0.0051	|0.0062	|0.0074	|0.0001	|0.0040	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,99	|0.6692	|0.6067	|0.3567	|0.1848	|0.1145	|0.0716	|0.0481	|0.0354	|0.0276	|0.0086	|0.0038	|0.0087	|0.0039	|0.0008	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,99	|0.6389	|0.5764	|0.3264	|0.2951	|0.1623	|0.0920	|0.0529	|0.0295	|0.0153	|0.0014	|-0.005	|0.0050	|-0.001	|-0.004	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,99	|0.5664	|0.5039	|0.3789	|0.2695	|0.2148	|0.1914	|0.1191	|0.0703	|0.0381	|0.0100	|-0.003	|0.0032	|-0.004	|-0.003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,99	|0.4751	|0.4126	|0.2876	|0.2564	|0.1860	|0.1665	|0.0825	|0.0728	|0.0474	|0.0110	|0.0049	|0.0058	|-0.002	|-0.005	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,99	|0.5190	|0.3940	|0.2065	|0.1440	|0.0502	|0.0033	|-0.014	|-0.009	|-0.012	|-0.010	|-0.011	|-0.007	|-0.006	|-0.002	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,99	|0.4596	|0.3346	|0.1784	|0.0846	|0.0377	|0.0065	|-0.015	|-0.017	|-0.005	|-0.001	|-0.002	|-0.004	|-0.005	|-0.003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,99	|0.5190	|0.3315	|0.1752	|0.0658	|0.0190	|-0.001	|-0.038	|-0.023	|0.0048	|0.0058	|0.0032	|-0.003	|-0.003	|-0.002	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,99	|0.4751	|0.2251	|0.0376	|0.1001	|0.0376	|-0.013	|-0.072	|-0.040	|-0.029	|-0.010	|-0.002	|-0.004	|-0.002	|-0.004	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,99	|0.5664	|0.3164	|0.1289	|0.1914	|0.0742	|0.0039	|-0.045	|-0.036	|-0.030	|-0.001	|0.0045	|-0.005	|-0.004	|-0.003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,99	|0.6389	|0.3889	|0.2014	|0.0764	|-0.002	|-0.049	|-0.076	|-0.046	|-0.022	|-0.004	|-0.001	|-0.003	|-0.003	|-0.000	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,99	|0.6692	|0.4192	|0.2317	|0.1067	|0.0286	|-0.018	|-0.046	|-0.036	|-0.014	|-0.006	|-0.000	|-0.006	|-0.005	|-0.003	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|

NUMERO DI SIMBOLI EMESSI PRIMA DI INCORRERE IN UNDERFLOW
	 8	 16	 32	 64	 128	 256	 512	 1024	 2048	 4096	 8192	 16384	 32768	 65536
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,1	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,10	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,50	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,90	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 1,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 2,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 5,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 10,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 30,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 50,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 70,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 90,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 95,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 98,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
 99,99	|	|	|	|	|	|	|	|	|	|	|	|	|	|	|
--------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|-------|
